"CLAVE_CASILLA"|"CLAVE_ACTA"|"ID_ESTADO"|"NOMBRE_ESTADO"|"ID_DISTRITO"|"NOMBRE_DISTRITO"|"SECCION"|"ID_CASILLA"|"TIPO_CASILLA"|"EXT_CONTIGUA"|"CASILLA"|"TIPO_ACTA"|"PAN"|"PRI"|"PRD"|"PVEM"|"PT"|"MC"|"MORENA"|"CANDIDATO_A_INDEPENDIENTE"|"PAN_PRI_PRD"|"PAN_PRI"|"PAN_PRD"|"PRI_PRD"|"PVEM_PT_MORENA"|"PVEM_PT"|"PVEM_MORENA"|"PT_MORENA"|"CANDIDATO/A NO REGISTRADO/A"|"VOTOS NULOS"|"TOTAL_VOTOS_CALCULADOS"|"LISTA_NOMINAL"|"OBSERVACIONES"|"MECANISMOS_TRASLADO"|"FECHA_HORA"
"162376B0100'"|"162376B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2376"|"01"|"B"|"00"|"Urbana"|4|93|50|5|41|39|25|141|-0|5|2|0|0|2|0|4|2|0|13|422|682|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:04:42"
"162377B0100'"|"162377B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2377"|"01"|"B"|"00"|"Urbana"|4|102|32|11|19|20|23|84|-0|0|0|0|0|4|0|3|1|0|7|306|441|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:39:31"
"162377C0100'"|"162377C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2377"|"01"|"C"|"00"|"Urbana"|4|66|35|4|20|26|12|110|-0|1|0|0|0|5|0|1|1|0|8|289|440|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:12:59"
"162378B0100'"|"162378B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2378"|"01"|"B"|"00"|"Urbana"|4|69|35|7|34|25|20|137|-0|4|0|0|0|5|1|6|1|0|16|360|593|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:19:49"
"162378C0100'"|"162378C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2378"|"01"|"C"|"00"|"Urbana"|4|66|38|9|46|28|23|136|-0|4|0|0|0|5|3|2|0|0|19|379|592|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:08:16"
"162379B0100'"|"162379B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2379"|"01"|"B"|"00"|"Urbana"|4|69|48|8|40|41|36|151|-0|5|2|0|0|5|0|7|0|0|19|431|735|"Recuento (Para recuento-SRA)"|"F-I"|"07/06/2024 12:47:54"
"162379C0100'"|"162379C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2379"|"01"|"C"|"00"|"Urbana"|4|70|44|7|32|32|26|144|-0|5|0|0|0|3|0|11|1|0|16|391|735|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:17:45"
"162379C0200'"|"162379C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2379"|"02"|"C"|"00"|"Urbana"|4|52|30|9|49|49|24|182|-0|10|0|0|0|2|1|2|2|1|22|435|735|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:52:07"
"162380B0100'"|"162380B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"01"|"B"|"00"|"Urbana"|4|46|24|11|35|46|18|127|-0|4|0|0|0|7|2|9|0|2|19|350|673|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:40:10"
"162380C0100'"|"162380C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"01"|"C"|"00"|"Urbana"|4|47|21|4|49|34|22|162|-0|2|0|0|0|4|1|9|1|0|17|373|673|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:48:18"
"162380C0200'"|"162380C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"02"|"C"|"00"|"Urbana"|4|47|14|6|32|35|21|138|-0|0|0|0|0|2|0|7|0|0|23|325|672|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 12:53:25"
"162380C0300'"|"162380C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"03"|"C"|"00"|"Urbana"|4|46|29|4|39|40|26|154|-0|3|0|0|0|4|1|3|0|0|16|365|672|"Recuento (Para recuento-SRA)"|"F-I"|"07/06/2024 12:49:47"
"162380C0400'"|"162380C04004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"04"|"C"|"00"|"Urbana"|4|44|12|5|30|29|10|149|-0|0|1|1|0|5|1|5|4|0|19|315|672|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:07:42"
"162380C0500'"|"162380C05004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"05"|"C"|"00"|"Urbana"|4|52|16|5|28|45|20|164|-0|3|0|0|0|5|1|4|3|0|17|363|672|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:20:35"
"162380C0600'"|"162380C06004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"06"|"C"|"00"|"Urbana"|4|39|16|4|51|45|13|153|-0|0|0|0|0|1|1|6|1|0|16|346|672|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 13:14:10"
"162380C0700'"|"162380C07004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2380"|"07"|"C"|"00"|"Urbana"|4|39|16|8|38|36|23|171|-0|0|0|0|0|3|0|11|0|0|9|354|672|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:26:37"
"162381B0100'"|"162381B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2381"|"01"|"B"|"00"|"Urbana"|4|23|9|11|39|52|15|115|-0|1|1|0|0|2|1|1|1|0|15|286|606|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:49:38"
"162381C0100'"|"162381C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2381"|"01"|"C"|"00"|"Urbana"|4|32|6|4|49|48|14|94|-0|1|0|0|0|2|1|8|1|0|15|275|605|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:35:42"
"162381C0200'"|"162381C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2381"|"02"|"C"|"00"|"Urbana"|4|29|8|5|44|28|24|102|-0|2|0|0|0|0|0|5|0|1|15|263|605|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 14:54:32"
"162382B0100'"|"162382B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2382"|"01"|"B"|"00"|"No Urbana"|4|4|2|0|30|3|4|63|-0|0|0|0|0|0|0|23|0|0|10|139|268|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:18:23"
"162383B0100'"|"162383B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2383"|"01"|"B"|"00"|"No Urbana"|4|12|7|5|20|32|7|100|-0|1|0|0|0|1|4|0|0|0|4|193|543|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:01:10"
"162383C0100'"|"162383C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2383"|"01"|"C"|"00"|"No Urbana"|4|18|3|3|15|33|8|63|-0|0|0|0|0|2|3|0|2|0|4|154|543|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:22:39"
"162384B0100'"|"162384B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2384"|"01"|"B"|"00"|"No Urbana"|4|37|19|9|23|64|15|105|-0|0|0|0|0|2|1|2|2|0|24|303|528|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:19:22"
"162384C0100'"|"162384C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2384"|"01"|"C"|"00"|"No Urbana"|4|33|15|9|26|59|10|115|-0|0|0|0|0|4|1|0|1|0|12|285|528|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:19:56"
"162385B0100'"|"162385B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2385"|"01"|"B"|"00"|"No Urbana"|4|81|20|10|21|25|19|117|-0|2|1|0|0|3|0|1|1|0|21|322|558|"Recuento (Para recuento-SRA)"|"F-I"|"07/06/2024 12:51:05"
"162385C0100'"|"162385C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2385"|"01"|"C"|"00"|"No Urbana"|4|60|31|15|24|30|29|110|-0|4|1|0|0|3|3|1|0|0|28|339|558|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:20:32"
"162386B0100'"|"162386B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2386"|"01"|"B"|"00"|"No Urbana"|4|18|9|6|28|28|15|85|-0|0|0|0|0|0|0|0|1|0|20|210|471|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:21:02"
"162386C0100'"|"162386C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2386"|"01"|"C"|"00"|"No Urbana"|4|24|34|9|22|30|31|57|-0|0|2|0|0|2|1|1|1|0|20|234|470|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:21:29"
"162387B0100'"|"162387B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2387"|"01"|"B"|"00"|"No Urbana"|4|12|4|5|13|14|8|33|-0|0|0|0|0|3|1|0|0|1|6|100|377|"Recuento (Para recuento-SRA)"|"F-I"|"06/06/2024 15:14:15"
"162388B0100'"|"162388B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2388"|"01"|"B"|"00"|"No Urbana"|4|19|10|7|27|46|22|124|-0|0|0|0|0|0|0|0|0|1|16|272|688|"Cotejo (Levantada en Casilla)"|"F-I"|"06/06/2024 14:22:01"
"162436B0100'"|"162436B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2436"|"01"|"B"|"00"|"Urbana"|4|78|12|3|18|29|29|122|-0|8|3|0|0|17|0|1|2|0|15|337|686|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 12:52:29"
"162436C0100'"|"162436C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2436"|"01"|"C"|"00"|"Urbana"|4|90|13|5|15|20|33|106|-0|3|1|0|0|9|1|2|5|0|10|313|685|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:24:16"
"162436C0200'"|"162436C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2436"|"02"|"C"|"00"|"Urbana"|4|89|9|4|10|29|20|128|-0|3|0|0|0|11|1|2|3|0|10|319|685|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:33:06"
"162437B0100'"|"162437B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2437"|"01"|"B"|"00"|"Urbana"|4|64|8|3|13|16|29|92|-0|2|0|0|0|7|2|2|1|0|9|248|438|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:31:33"
"162437C0100'"|"162437C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2437"|"01"|"C"|"00"|"Urbana"|4|50|10|4|14|14|23|85|-0|3|1|0|0|7|2|4|1|0|17|235|437|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:29:25"
"162438B0100'"|"162438B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2438"|"01"|"B"|"00"|"Urbana"|4|140|24|3|12|19|30|80|-0|4|1|0|2|10|0|2|4|0|6|337|661|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:55:59"
"162438C0100'"|"162438C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2438"|"01"|"C"|"00"|"Urbana"|4|148|19|6|9|11|23|110|-0|7|2|0|0|5|1|0|2|0|11|354|660|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:58:53"
"162438C0200'"|"162438C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2438"|"02"|"C"|"00"|"Urbana"|4|145|17|7|11|22|26|112|-0|7|0|0|0|10|1|1|1|0|14|374|660|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 13:44:03"
"162438C0300'"|"162438C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2438"|"03"|"C"|"00"|"Urbana"|4|132|24|9|10|13|31|94|-0|5|3|0|0|12|4|0|2|3|7|349|660|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 14:22:33"
"162439B0100'"|"162439B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2439"|"01"|"B"|"00"|"No Urbana"|4|118|20|6|10|14|30|82|-0|6|1|1|0|5|2|0|2|0|12|309|541|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:28:11"
"162439C0100'"|"162439C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2439"|"01"|"C"|"00"|"No Urbana"|4|145|22|4|6|18|29|75|-0|5|1|0|0|6|3|1|2|0|4|321|540|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:26:12"
"162439E0100'"|"162439E01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2439"|"01"|"E"|"00"|"No Urbana"|4|7|10|7|12|14|4|37|-0|0|1|0|0|1|0|1|0|0|5|99|225|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:56:27"
"162440B0100'"|"162440B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2440"|"01"|"B"|"00"|"Urbana"|4|81|24|7|13|17|15|95|-0|5|0|0|0|9|2|2|1|0|9|280|556|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:02:39"
"162440C0100'"|"162440C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2440"|"01"|"C"|"00"|"Urbana"|4|90|18|2|13|20|18|108|-0|6|0|0|0|11|1|0|3|0|7|297|555|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:49:46"
"162441B0100'"|"162441B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2441"|"01"|"B"|"00"|"Urbana"|4|46|13|5|7|16|25|81|-0|1|1|1|0|18|2|0|5|0|7|228|638|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 12:54:00"
"162441C0100'"|"162441C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2441"|"01"|"C"|"00"|"Urbana"|4|41|17|3|12|23|24|103|-0|3|1|0|0|18|0|1|2|0|7|255|638|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:46:19"
"162441C0200'"|"162441C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2441"|"02"|"C"|"00"|"Urbana"|4|56|10|5|11|12|17|97|-0|2|1|1|0|16|1|4|2|0|10|245|638|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:23:17"
"162441C0300'"|"162441C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2441"|"03"|"C"|"00"|"Urbana"|4|31|15|6|16|21|11|77|-0|0|0|3|0|15|4|1|3|0|10|213|637|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:21:59"
"162442B0100'"|"162442B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2442"|"01"|"B"|"00"|"Urbana"|4|80|9|5|13|21|29|96|-0|2|1|0|0|14|2|3|2|0|8|285|721|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:10:19"
"162442C0100'"|"162442C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2442"|"01"|"C"|"00"|"Urbana"|4|86|13|4|12|24|12|94|-0|1|1|0|0|13|3|2|4|0|11|280|721|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:36:55"
"162442C0200'"|"162442C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2442"|"02"|"C"|"00"|"Urbana"|4|80|19|2|16|9|31|100|-0|4|0|0|0|21|0|0|0|0|15|297|721|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 14:23:00"
"162442C0300'"|"162442C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2442"|"03"|"C"|"00"|"Urbana"|4|81|17|6|17|19|20|100|-0|3|0|1|0|10|2|2|0|0|10|288|720|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:24:51"
"162443B0100'"|"162443B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2443"|"01"|"B"|"00"|"Urbana"|4|113|26|4|14|18|22|93|-0|2|3|0|0|9|2|0|1|0|7|314|604|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 14:23:31"
"162443C0100'"|"162443C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2443"|"01"|"C"|"00"|"Urbana"|4|112|15|2|11|22|25|85|-0|7|2|0|0|6|0|1|0|0|11|299|604|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 14:24:12"
"162443C0200'"|"162443C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2443"|"02"|"C"|"00"|"Urbana"|4|91|20|3|13|23|34|109|-0|4|1|0|0|23|3|2|5|3|6|340|604|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 14:24:42"
"162443C0300'"|"162443C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2443"|"03"|"C"|"00"|"Urbana"|4|103|17|4|14|33|28|110|-0|11|1|1|0|0|1|2|1|0|3|329|603|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:29:27"
"162443C0400'"|"162443C04004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2443"|"04"|"C"|"00"|"Urbana"|4|111|4|8|20|16|27|99|-0|4|0|0|0|8|3|3|1|0|0|304|603|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 12:55:51"
"162444B0100'"|"162444B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2444"|"01"|"B"|"00"|"Urbana"|4|40|9|5|15|5|17|61|-0|2|0|0|1|6|3|0|1|1|6|172|525|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:51:11"
"162444C0100'"|"162444C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2444"|"01"|"C"|"00"|"Urbana"|4|39|16|10|10|22|7|48|-0|3|0|0|0|6|0|1|1|0|10|173|525|"Cotejo (Levantada en Casilla)"|"I"|"06/06/2024 14:25:14"
"162445A0100'"|"162445A01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"01"|"A"|"00"|"Urbana"|4|7|1|1|0|1|0|8|-0|0|0|0|0|0|0|0|0|0|1|19|30|"Recuento (Levantada en Consejo Distrital)"|-0|"06/06/2024 10:00:06"
"162445B0100'"|"162445B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"01"|"B"|"00"|"Urbana"|4|118|33|3|13|19|25|81|-0|8|0|0|1|4|3|0|1|0|7|316|717|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:52:48"
"162445C0100'"|"162445C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"01"|"C"|"00"|"Urbana"|4|121|26|5|9|14|28|77|-0|9|0|0|0|4|2|1|1|1|9|307|716|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 16:54:41"
"162445C0200'"|"162445C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"02"|"C"|"00"|"Urbana"|4|142|19|2|9|17|19|78|-0|3|0|0|0|7|0|1|1|1|6|305|716|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 12:57:23"
"162445C0300'"|"162445C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"03"|"C"|"00"|"Urbana"|4|102|18|4|15|17|27|87|-0|9|2|0|0|11|3|0|0|0|3|298|716|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:31:28"
"162445C0400'"|"162445C04004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"04"|"C"|"00"|"Urbana"|4|115|19|5|14|16|20|80|-0|4|0|1|0|6|1|1|1|0|9|292|716|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:20:19"
"162445C0500'"|"162445C05004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2445"|"05"|"C"|"00"|"Urbana"|4|109|17|7|14|26|30|106|-0|0|1|0|0|3|1|0|1|0|4|319|716|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:37:54"
"162446B0100'"|"162446B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2446"|"01"|"B"|"00"|"Urbana"|4|143|28|4|7|7|19|67|-0|6|1|1|0|9|1|0|3|1|4|301|475|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:44:31"
"162446C0100'"|"162446C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2446"|"01"|"C"|"00"|"Urbana"|4|147|22|4|7|19|15|68|-0|5|1|1|1|7|0|0|1|0|6|304|474|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:22:02"
"162447B0100'"|"162447B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2447"|"01"|"B"|"00"|"Urbana"|4|124|20|6|16|18|18|119|-0|10|1|1|0|12|4|3|3|2|7|364|718|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:42:32"
"162447C0100'"|"162447C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2447"|"01"|"C"|"00"|"Urbana"|4|122|26|8|23|31|31|107|-0|3|2|0|0|15|4|0|3|0|13|388|718|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:59:44"
"162447C0200'"|"162447C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2447"|"02"|"C"|"00"|"Urbana"|4|119|29|7|20|25|30|102|-0|6|2|1|0|18|2|3|5|0|13|382|718|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:40:58"
"162447C0300'"|"162447C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2447"|"03"|"C"|"00"|"Urbana"|4|128|20|5|19|19|41|103|-0|6|1|0|2|19|0|1|1|0|7|372|717|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 12:59:24"
"162448B0100'"|"162448B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2448"|"01"|"B"|"00"|"Urbana"|4|29|6|3|14|15|23|76|-0|0|0|0|0|10|2|2|0|0|8|188|672|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:37:54"
"162448C0100'"|"162448C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2448"|"01"|"C"|"00"|"Urbana"|4|34|22|2|14|17|20|70|-0|0|1|0|0|11|1|1|1|0|16|210|672|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 14:57:23"
"162448C0200'"|"162448C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2448"|"02"|"C"|"00"|"Urbana"|4|34|22|2|17|17|12|60|-0|0|1|1|0|12|1|4|3|0|11|197|672|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:56:36"
"162448C0300'"|"162448C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2448"|"03"|"C"|"00"|"Urbana"|4|34|17|0|14|18|22|67|-0|1|4|1|1|9|2|0|4|0|10|204|672|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 17:29:43"
"162448C0400'"|"162448C04004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2448"|"04"|"C"|"00"|"Urbana"|4|34|11|3|11|11|20|72|-0|0|2|0|0|17|1|2|3|0|15|202|671|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 15:51:58"
"162449B0100'"|"162449B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2449"|"01"|"B"|"00"|"Urbana"|4|37|8|3|12|13|23|84|-0|1|0|0|0|9|2|3|1|0|7|203|659|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:26:29"
"162449C0100'"|"162449C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2449"|"01"|"C"|"00"|"Urbana"|4|24|17|6|11|14|17|49|-0|0|1|0|0|6|2|4|0|0|6|157|658|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:40:21"
"162449C0200'"|"162449C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2449"|"02"|"C"|"00"|"Urbana"|4|26|20|7|9|21|18|89|-0|1|1|0|0|6|0|7|3|0|5|213|658|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:44:58"
"162449C0300'"|"162449C03004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2449"|"03"|"C"|"00"|"Urbana"|4|40|11|2|7|20|18|63|-0|0|0|1|0|5|2|2|2|0|9|182|658|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 13:01:07"
"162450B0100'"|"162450B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2450"|"01"|"B"|"00"|"Urbana"|4|84|19|1|17|18|23|102|-0|2|1|0|0|15|2|2|3|0|11|300|746|"Recuento (Para recuento-SRA)"|"I"|"07/06/2024 13:02:20"
"162450C0100'"|"162450C01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2450"|"01"|"C"|"00"|"Urbana"|4|67|15|3|22|13|26|97|-0|3|0|0|0|11|2|3|2|0|11|275|746|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:11:31"
"162450C0200'"|"162450C02004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2450"|"02"|"C"|"00"|"Urbana"|4|63|7|5|18|27|31|118|-0|1|0|1|0|9|1|0|2|0|11|294|745|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 19:50:25"
"162451B0100'"|"162451B01004'"|"16"|"MICHOACAN"|"005"|"ZAMORA DE HIDALGO"|"2451"|"01"|"B"|"00"|"Urbana"|4|118|17|4|15|29|27|130|-0|4|1|0|0|13|0|2|4|0|4|368|661|"Recuento (Para recuento-SRA)"|"I"|"06/06/2024 18:57:09"
